payment_id,vendor,date,amount,currency,method,reference
PAY-BEB59776B2,Lotus Telecom,2025-08-30,147095.59,INR,UPI,REF-354E768C
PAY-2B90435085,Prism Plastics,2025-08-21,51080.6,INR,RTGS,REF-69BCF2B6
PAY-15598F54DB,ACME Corp,2025-07-21,60576.24,INR,CASH,REF-CA8435BE
PAY-B75826DC8C,Mango Mobility,2025-10-07,171462.75,INR,NEFT,REF-73613A04
PAY-B2BE3245AC,Delta Engineering,2025-07-05,137313.94,INR,CASH,REF-5844FA3B
PAY-D6897D5FB5,Vertex Retail,2025-08-04,185416.69,INR,IMPS,REF-302897C0
PAY-B433C287DE,Neptune Shipping,2025-09-04,6665.48,INR,IMPS,REF-98B75AD2
PAY-983C644849,Sapphire Finance,2025-06-19,149000.84,INR,CASH,REF-F141BE0A
PAY-6128F0CDAB,Topaz Security,2025-10-04,22032.37,INR,NEFT,REF-36A21427
PAY-CBA311A19E,Titan Beverages,2025-10-15,109210.83,INR,RTGS,REF-C95FFB9A
PAY-D7EBD979EB,Mango Mobility,2025-06-13,53429.21,INR,RTGS,REF-320A0FE7
PAY-C5C045CE2E,Amber Healthcare,2025-07-31,118034.99,INR,RTGS,REF-2EF2BDA9
PAY-D4E7C4F1A0,Marble Interiors,2025-06-16,8699.45,INR,IMPS,REF-1142DE0F
PAY-7DF3B1702F,Stellar Insurance,2025-06-01,99487.41,INR,CARD,REF-0A91EF23
PAY-3A0A2BB786,Velvet Cosmetics,2025-07-16,58037.5,INR,NEFT,REF-1E90D909
PAY-9C687EEBBC,Falcon Couriers,2025-10-13,29852.65,INR,IMPS,REF-BB487507
PAY-4128CEEB14,Mango Mobility,2025-07-02,124947.13,INR,CASH,REF-D8734A1E
PAY-E18D7C9859,Marble Interiors,2025-08-25,58007.86,INR,CARD,REF-E27135A7
PAY-3531D640EA,Vortex Metals,2025-05-24,11112.06,INR,CARD,REF-C0D8551A
PAY-C579550FF0,ACME Corp,2025-08-19,70774.98,INR,IMPS,REF-0DEA8FFE
PAY-470C71E73A,Alpha Insure,2025-06-29,27974.9,INR,CASH,REF-08519EB1
PAY-21CD963BF4,Pine IT Services,2025-10-06,191725.6,INR,CARD,REF-E596A661
PAY-9A803B2E4D,Nimbus Soft,2025-07-08,28957.53,INR,CARD,REF-310D50FA
PAY-D2BA7201BF,Polar Constructions,2025-09-22,183692.84,INR,CASH,REF-FE198591
PAY-B86248235D,Cobalt Energy,2025-04-28,94898.96,INR,CASH,REF-81403E69
PAY-7D6593C750,Quasar Digital,2025-10-09,127590.41,INR,UPI,REF-BADF388B
PAY-E31F233CCB,Crimson Textiles,2025-05-18,178660.21,INR,CARD,REF-D3E6B848
PAY-50EB4E2654,Zephyr Foods,2025-07-19,143254.54,INR,CARD,REF-3DF599BD
PAY-A1A14400A5,Marble Interiors,2025-09-22,185460.17,INR,NEFT,REF-14A3D3AD
PAY-E3E776465E,Crescent Books,2025-06-07,75505.21,INR,IMPS,REF-219A6C31
PAY-B2568D3C12,Orion Foods,2025-05-29,105550.99,INR,NEFT,REF-D3CEBF48
PAY-9844A4E9EA,Olive Agro,2025-05-06,182555.38,INR,NEFT,REF-5FAE4B76
PAY-EF15A483A5,Glide Technologies,2025-08-09,18141.58,INR,UPI,REF-07791E13
PAY-0719198DE0,Stellar Insurance,2025-07-12,157433.1,INR,UPI,REF-36208CFB
PAY-8AEBD7CA73,Astra Labs,2025-10-02,115918.1,INR,CASH,REF-BE09AE4F
PAY-B741A9BC5D,Alpha Insure,2025-08-05,25624.2,INR,NEFT,REF-CAE7D1C7
PAY-6E5D41C3D8,Olive Agro,2025-09-06,92314.04,INR,CASH,REF-27CE7B56
PAY-154428D848,Nimbus Soft,2025-05-13,54399.88,INR,CASH,REF-9B773C1F
PAY-693A1AE369,Amber Healthcare,2025-09-22,19931.11,INR,UPI,REF-8C769FA4
PAY-ABD9A3BC61,Velvet Cosmetics,2025-08-20,138273.28,INR,UPI,REF-D09A346B
PAY-3D8C784B88,Delta Engineering,2025-09-18,135045.39,INR,NEFT,REF-A4A5C1A7
PAY-F5807A9D8F,Coral Resorts,2025-06-16,103494.67,INR,CARD,REF-36F59827
PAY-BABB59FC2A,Astra Labs,2025-06-25,179062.94,INR,IMPS,REF-5849D1F0
PAY-E984DFE76B,Marble Interiors,2025-09-29,62943.64,INR,CASH,REF-87049FBE
PAY-959B2F54A7,Falcon Couriers,2025-10-03,137711.05,INR,CASH,REF-D75F6815
PAY-6C0ECF7DFA,Zeta Telecom,2025-04-23,31027.91,INR,RTGS,REF-FEE0309E
PAY-CA1D41FAEF,Mango Mobility,2025-05-21,49817.61,INR,NEFT,REF-BF3D0C81
PAY-9792D48C1D,Granite Mining,2025-05-04,166628.93,INR,CASH,REF-1D965BB0
PAY-7D0BA9475F,Crimson Textiles,2025-05-09,185245.87,INR,CARD,REF-B3524F85
PAY-F77CD0CA0E,Crescent Books,2025-07-01,164426.45,INR,NEFT,REF-5D7B3D9A
PAY-961CAC6BA0,Prism Plastics,2025-09-30,25077.71,INR,CARD,REF-2479CE3C
PAY-EDC03A6CE5,Titan Beverages,2025-04-25,37369.17,INR,CARD,REF-B25999CE
PAY-46A76A6317,Metro Logistics,2025-09-03,148462.11,INR,CASH,REF-3D84E0EC
PAY-B8384DCADB,Granite Mining,2025-08-28,58362.22,INR,CARD,REF-D69022B0
PAY-E21A3E6C40,Vortex Metals,2025-09-02,73784.21,INR,CASH,REF-19CE0779
PAY-3E3B288B4B,Crimson Textiles,2025-08-06,139681.71,INR,NEFT,REF-EB44F4BF
PAY-6601DDCBCA,Olive Agro,2025-08-04,162791.97,INR,UPI,REF-56AB3707
PAY-7B2010C57B,BlueBank Services,2025-07-06,91687.91,INR,RTGS,REF-325BAC5C
PAY-65CF9F7C1E,Quick Logistics,2025-07-24,192577.91,INR,NEFT,REF-24C2D1AD
PAY-D3936D0EF5,Raven Tools,2025-08-23,55742.36,INR,RTGS,REF-3B872378
PAY-29D1E00420,Neptune Shipping,2025-08-31,168082.7,INR,CARD,REF-794E0337
PAY-F9FADB258B,Neptune Shipping,2025-10-24,105248.6,INR,IMPS,REF-E9BF682C
PAY-6AE3AA0C25,Trident Media,2025-10-05,30704.84,INR,RTGS,REF-39F72D30
PAY-96034D61CB,Olive Agro,2025-05-24,56028.86,INR,CASH,REF-9483A698
PAY-A6FB947CB5,Crimson Textiles,2025-05-06,183273.92,INR,UPI,REF-A7E06935
PAY-1C7A4497F6,Velvet Cosmetics,2025-08-31,155191.9,INR,IMPS,REF-25FBDE68
PAY-04711B8ADF,Astra Labs,2025-10-24,65153.28,INR,CARD,REF-E057DCFA
PAY-13671867F6,Vortex Metals,2025-09-29,166062.31,INR,RTGS,REF-B6A39367
PAY-C85130E52A,Quick Logistics,2025-05-07,170480.22,INR,IMPS,REF-C2DAFD93
PAY-C825E9C181,Cobalt Energy,2025-05-16,133219.56,INR,UPI,REF-8271EB6D
PAY-0FC5DC9C38,Raven Tools,2025-08-04,151284.87,INR,CARD,REF-A0FCCF6C
PAY-2AB9833A51,Zeta Telecom,2025-05-06,122574.77,INR,RTGS,REF-97E51111
PAY-630247400C,Quick Logistics,2025-05-09,88584.93,INR,NEFT,REF-261579CC
PAY-68B0BFF2B9,Echo Electronics,2025-10-09,168215.53,INR,CASH,REF-4233E6AC
PAY-DA4548DF1D,Silverline Hotels,2025-05-24,139895.78,INR,NEFT,REF-5DBA90BF
PAY-0A0619328A,Astra Labs,2025-10-04,114969.04,INR,CARD,REF-BB487411
PAY-7D48A0A8D3,Zenith Apparel,2025-06-28,96340.81,INR,RTGS,REF-8F6753EF
PAY-6E04AFB79F,Cobalt Energy,2025-06-12,148559.7,INR,NEFT,REF-3A20C616
PAY-0D8B61DEFF,Mango Mobility,2025-06-19,16083.87,INR,IMPS,REF-F7B485F2
PAY-4711E7D83E,Titan Beverages,2025-10-12,17947.38,INR,RTGS,REF-4CD311FF
PAY-CBAD70B9F5,Astra Labs,2025-05-02,72232.42,INR,RTGS,REF-6FCEA19C
PAY-3D3A155AB6,Velvet Cosmetics,2025-09-13,172965.99,INR,CASH,REF-D8C16531
PAY-00C238FD12,Trident Media,2025-10-15,146130.43,INR,NEFT,REF-2E7146F4
PAY-4C3336C7DF,Zenith Apparel,2025-06-23,114288.83,INR,CASH,REF-9514A8C1
PAY-D00856B8D6,Pine IT Services,2025-07-20,71618.8,INR,UPI,REF-A987D460
PAY-C49442CD87,Zeta Telecom,2025-08-17,85788.59,INR,UPI,REF-81B87AFA
PAY-F1312DA21B,Orion Foods,2025-05-22,99993.09,INR,NEFT,REF-C3E38F56
PAY-795A1ABEBD,Echo Electronics,2025-09-11,72868.05,INR,NEFT,REF-EBD9FE1D
PAY-1E2BEE5598,Evergreen Supplies,2025-07-01,78390.07,INR,RTGS,REF-28C71DA0
PAY-B202A09FF4,Zeta Telecom,2025-06-09,193638.91,INR,NEFT,REF-7767A531
PAY-A13039B8E1,Crescent Books,2025-09-25,48658.98,INR,IMPS,REF-AE96E108
PAY-CCBE723E7B,Crimson Textiles,2025-10-05,11801.32,INR,IMPS,REF-B19381DE
PAY-B0944FE172,Indigo Chem,2025-05-03,6846.97,INR,CASH,REF-6D84334D
PAY-7A297383CE,Astra Labs,2025-06-22,109643.93,INR,CARD,REF-D9F84EDC
PAY-73CA238DA9,Summit Paper,2025-10-10,182507.75,INR,IMPS,REF-D0E15FE3
PAY-4527E29DFD,Quasar Digital,2025-08-30,15045.92,INR,CASH,REF-825B5E59
PAY-65F26DEB45,Neptune Shipping,2025-05-13,190006.6,INR,IMPS,REF-2B7F5BFB
PAY-413C00D2E2,Lumen Power,2025-08-28,189346.83,INR,NEFT,REF-11BA6B3A
PAY-5A03438951,Raven Tools,2025-04-30,21260.21,INR,IMPS,REF-835E62C1
PAY-988F4AADCA,Pine IT Services,2025-06-17,130242.23,INR,CASH,REF-FE85AB75
PAY-0976331434,Granite Mining,2025-07-07,142033.22,INR,CASH,REF-158AB224
PAY-14F040CE56,BlueBank Services,2025-05-06,5757.59,INR,CASH,REF-5384F2FD
PAY-E42AC4A818,Lumen Power,2025-08-30,10902.01,INR,RTGS,REF-0D2C0C8E
PAY-5993FF1BEA,Coral Resorts,2025-06-01,90425.16,INR,RTGS,REF-EAC3B991
PAY-0ED2A16D9D,Lumen Power,2025-06-02,23558.85,INR,CASH,REF-06539191
PAY-BE72BC44DE,Vortex Metals,2025-04-30,45811.61,INR,CASH,REF-9A53522F
PAY-4B542918E4,ACME Corp,2025-06-27,162618.07,INR,UPI,REF-C043A7BA
PAY-F7FBA89AF3,Alpha Insure,2025-05-27,87991.9,INR,UPI,REF-3BC02E0E
PAY-81D5702B7A,Quick Logistics,2025-07-14,75942.56,INR,RTGS,REF-58D9E46F
PAY-98CF4A0612,Evergreen Supplies,2025-05-31,121421.71,INR,CARD,REF-B4B17D9F
PAY-200EFE2941,Prism Plastics,2025-05-26,131489.76,INR,CARD,REF-02BF54B3
PAY-1635D03D11,Helios Motors,2025-09-08,38920.12,INR,UPI,REF-A686BD09
PAY-4C7B92A38C,Cobalt Energy,2025-08-19,142770.2,INR,CASH,REF-B98EAA44
PAY-E391083743,Glide Technologies,2025-09-09,58890.34,INR,UPI,REF-AB2D6595
PAY-2CEC62AB06,Nova Travels,2025-05-20,41109.21,INR,UPI,REF-620AF6FA
PAY-7BB4B7068D,Mango Mobility,2025-06-24,61335.37,INR,CARD,REF-9F355371
PAY-93D958FBDE,Delta Engineering,2025-08-03,145119.7,INR,IMPS,REF-1FD3DFCA
PAY-1542C82BCA,Quick Logistics,2025-06-19,139819.22,INR,CARD,REF-1509FD07
PAY-30A26BB796,Delta Engineering,2025-04-28,100032.04,INR,IMPS,REF-6015E3B1
PAY-0EEAA55764,Nimbus Soft,2025-05-11,56178.95,INR,NEFT,REF-C721A07D
PAY-0E41434DB0,Falcon Couriers,2025-04-27,172623.18,INR,RTGS,REF-CAAF46FF
PAY-9E26894980,Lotus Telecom,2025-05-06,45277.47,INR,NEFT,REF-5529B734
PAY-32D9099409,Trident Media,2025-10-09,86315.69,INR,CASH,REF-59D1D288
PAY-5D7E8371F6,Prism Plastics,2025-07-07,6745.57,INR,UPI,REF-1FA56C14
PAY-B4C81F306B,BlueBank Services,2025-10-02,151018.38,INR,NEFT,REF-60ACC182
PAY-834A9C0F78,Helios Motors,2025-09-23,43700.56,INR,CASH,REF-E9720FD5
PAY-B2F8A88AA9,Amber Healthcare,2025-09-27,84983.22,INR,NEFT,REF-D1641B55
PAY-66E9AC2018,Raven Tools,2025-05-05,161575.64,INR,RTGS,REF-F24365E9
PAY-F0A3E4FE9A,Raven Tools,2025-10-18,57839.99,INR,CASH,REF-79FFAC2D
PAY-6378BC1958,Polar Constructions,2025-09-16,143984.43,INR,RTGS,REF-13BDA1FB
PAY-D9ED13176B,Astra Labs,2025-04-30,56499.68,INR,IMPS,REF-FC224978
PAY-9DF5EF5B89,Nimbus Soft,2025-06-25,154382.17,INR,CARD,REF-F0F931E5
PAY-ABDDB17F4E,Amber Healthcare,2025-09-15,79222.94,INR,UPI,REF-BD63FFF1
PAY-0D2153EEDD,Sapphire Finance,2025-06-27,132016.37,INR,CARD,REF-A36F6F59
PAY-C7D000CF61,Delta Engineering,2025-07-10,113903.99,INR,CARD,REF-1F251B2C
PAY-58D84FCF48,Helios Motors,2025-06-12,89039.83,INR,NEFT,REF-5CB556D3
PAY-31BF7E2FFC,Lotus Telecom,2025-04-27,86326.63,INR,CASH,REF-35A8197D
PAY-8772110677,Granite Mining,2025-10-05,168942.9,INR,CASH,REF-A7E0B398
PAY-2D152EE7A9,Aurora Systems,2025-05-07,116124.28,INR,CASH,REF-FAD83998
PAY-DDDFD1DF24,Nova Travels,2025-10-04,99101.07,INR,IMPS,REF-67BA7190
PAY-8EBF8475AA,Lotus Telecom,2025-06-11,51972.39,INR,CASH,REF-898C11ED
PAY-3322DA0BC3,Helios Motors,2025-09-02,25880.88,INR,RTGS,REF-CF826CB9
PAY-F02A1668E7,Vertex Retail,2025-09-26,131367.64,INR,CARD,REF-0DB7BF1E
PAY-EA52AAE740,Delta Engineering,2025-10-09,8181.1,INR,CARD,REF-0041A77E
PAY-74C1E9F7D2,Vortex Metals,2025-07-18,8870.14,INR,IMPS,REF-52AA4FC6
PAY-37D69DB1F4,Zephyr Foods,2025-07-20,108318.05,INR,UPI,REF-4C8CFFEF
PAY-BC233DE848,Echo Electronics,2025-06-30,70271.07,INR,NEFT,REF-F5F541D9
PAY-D06E53A889,Pine IT Services,2025-08-21,23079.92,INR,CASH,REF-AADCBEE2
PAY-0252BD434A,Quasar Digital,2025-06-10,65494.91,INR,CARD,REF-452141EF
PAY-97D9D65A0E,Zephyr Foods,2025-08-03,14742.94,INR,NEFT,REF-C01D1580
PAY-36E23802C7,Evergreen Supplies,2025-06-05,5426.57,INR,RTGS,REF-851288FE
PAY-407E98AF5A,Amber Healthcare,2025-08-06,157233.04,INR,NEFT,REF-5A649E29
PAY-E43287848A,Granite Mining,2025-07-08,124572.32,INR,UPI,REF-2332CD5F
PAY-9B32A99904,Sapphire Finance,2025-05-02,58529.09,INR,RTGS,REF-5F130CA4
PAY-BB88911361,Vortex Metals,2025-05-01,24650.26,INR,IMPS,REF-086DAA15
PAY-88C8CE207D,Silverline Hotels,2025-09-06,143295.71,INR,CASH,REF-13470092
PAY-B2212A682A,Apollo Health,2025-07-27,166229.99,INR,UPI,REF-01710C90
PAY-AAB5EAC01F,Prism Plastics,2025-06-06,85930.53,INR,RTGS,REF-9BF19676
PAY-CC12B5F75A,Zeta Telecom,2025-06-27,113297.78,INR,IMPS,REF-E443A85D
PAY-C30C5613CF,Crescent Books,2025-05-21,190306.59,INR,NEFT,REF-82C753C6
PAY-517F5D21CF,Echo Electronics,2025-08-26,132009.95,INR,NEFT,REF-B7A1BD98
PAY-688895BC30,Silverline Hotels,2025-07-05,39407.21,INR,CARD,REF-D35411DD
PAY-EA22C0B2FF,Quasar Digital,2025-07-20,48993.13,INR,RTGS,REF-8E869A8B
PAY-276FF18BA6,Cobalt Energy,2025-08-24,63305.87,INR,NEFT,REF-EA085526
PAY-482E8CC756,Coral Resorts,2025-06-23,98749.92,INR,CARD,REF-86694E85
PAY-88436F5675,Sapphire Finance,2025-10-13,97088.83,INR,IMPS,REF-47E39A07
PAY-FC257EADFE,Lotus Telecom,2025-08-08,46337.78,INR,NEFT,REF-8F93E869
PAY-07E9E24ED3,Crescent Books,2025-06-29,155401.43,INR,IMPS,REF-10A52B7C
PAY-4D6D680CBE,Zephyr Foods,2025-09-15,133347.58,INR,CARD,REF-709C527A
PAY-58E381FCED,Evergreen Supplies,2025-07-15,63111.95,INR,UPI,REF-72404DE4
PAY-02C35C9F33,Aurora Systems,2025-08-14,101252.67,INR,RTGS,REF-2C00506C
PAY-0D2FDF6241,Velvet Cosmetics,2025-08-24,126709.64,INR,IMPS,REF-FA720BE1
PAY-CAC4A6C536,Trident Media,2025-08-19,3239.24,INR,CASH,REF-E4AC9895
PAY-3D03FE3F91,Aurora Systems,2025-07-07,153219.16,INR,NEFT,REF-A1203309
PAY-C554970697,Pearl Analytics,2025-05-16,25716.39,INR,CASH,REF-730E364C
PAY-1AB8B73D98,Polar Constructions,2025-05-03,138164.29,INR,NEFT,REF-DECC983D
PAY-D536A003D5,Astra Labs,2025-09-09,173442.56,INR,CARD,REF-0B3B1143
PAY-F648523CA6,Polar Constructions,2025-07-25,25926.87,INR,CASH,REF-DE9FB1AE
PAY-3AD3D3EDBC,Vortex Metals,2025-09-21,137295.31,INR,CASH,REF-3A708933
PAY-62D49234C9,Zeta Telecom,2025-07-19,190008.85,INR,NEFT,REF-8825A670
PAY-945075CA6B,Evergreen Supplies,2025-08-22,140172.68,INR,CASH,REF-6AF0D62B
PAY-9680C3B837,Raven Tools,2025-09-19,156273.8,INR,CARD,REF-582A9680
PAY-4960734AC1,Vertex Retail,2025-04-23,118913.88,INR,CARD,REF-71B3ED38
PAY-2FB97AEA22,Zephyr Foods,2025-10-10,90978.67,INR,UPI,REF-0B9AEA41
PAY-B872576580,Glide Technologies,2025-05-22,46836.58,INR,NEFT,REF-66E0A906
PAY-3D01E8AF8C,Amber Healthcare,2025-05-03,113044.2,INR,CASH,REF-8F4775A7
PAY-6DC74E2766,Evergreen Supplies,2025-07-13,77121.52,INR,RTGS,REF-25698EF2
PAY-A6DD03A057,Polar Constructions,2025-09-03,56012.12,INR,CASH,REF-6C745FA6
PAY-0DDD234F94,Orion Foods,2025-07-27,57315.8,INR,NEFT,REF-5D5574B5
PAY-CA158756BF,Evergreen Supplies,2025-07-05,97583.83,INR,RTGS,REF-96D8372B
PAY-8B118A4288,Metro Logistics,2025-07-02,187871.37,INR,CARD,REF-BE23B5C8
PAY-5A83A432EA,Echo Electronics,2025-05-22,184940.91,INR,IMPS,REF-AA822D45
PAY-DAE7050A93,Vertex Retail,2025-05-21,41765.2,INR,IMPS,REF-0195B619
PAY-DFFD1F92AE,BlueBank Services,2025-09-22,180556.99,INR,RTGS,REF-42B37947
PAY-BB8A029BCA,ACME Corp,2025-09-01,166584.65,INR,CASH,REF-7EDB0801
PAY-3C53777E87,Sapphire Finance,2025-06-11,56726.59,INR,CASH,REF-2EBDB7CD
PAY-C1B0AEAE5C,Raven Tools,2025-08-22,104418.33,INR,CASH,REF-F7DEAC06
PAY-B1CD2DF4DC,Evergreen Supplies,2025-05-23,143392.06,INR,IMPS,REF-053BCE0B
PAY-C776FD12AB,Lotus Telecom,2025-08-09,98904.48,INR,RTGS,REF-5684B773
PAY-78AA216F52,Astra Labs,2025-07-06,146460.93,INR,CARD,REF-C22D1CB8
PAY-A30E873972,Neptune Shipping,2025-05-17,127136.14,INR,CASH,REF-C115E669
PAY-D0E28EC111,Raven Tools,2025-05-15,65759.59,INR,CASH,REF-DB86A594
PAY-CB2C6D4852,Nova Travels,2025-08-19,126309.48,INR,UPI,REF-6D82880A
PAY-4CAE151095,Iris Pharma,2025-10-20,63304.58,INR,CASH,REF-681C6E86
PAY-2BFCA3C49F,Polar Constructions,2025-05-25,186507.42,INR,CARD,REF-EAB66809
PAY-F286014EB2,Titan Beverages,2025-09-30,2090.13,INR,CARD,REF-D8732134
PAY-763F2E9D6F,Vortex Metals,2025-08-05,174486.91,INR,UPI,REF-5649E84C
PAY-1C8FE194D8,Zephyr Foods,2025-06-09,53424.57,INR,IMPS,REF-7B22E895
PAY-12A363C364,Falcon Couriers,2025-06-14,146845.36,INR,RTGS,REF-AC7BBDA6
PAY-A09BACFDD4,Astra Labs,2025-06-10,127137.16,INR,RTGS,REF-87E3B9A8
PAY-2AE2146FD0,Mango Mobility,2025-06-21,1137.94,INR,RTGS,REF-04ADAE09
PAY-51F616DF96,Falcon Couriers,2025-09-08,122437.83,INR,CARD,REF-6A0BDD33
PAY-62B04071B0,Quick Logistics,2025-08-12,132353.45,INR,CASH,REF-85D5A198
PAY-E9E4F7084B,Titan Beverages,2025-09-20,47325.8,INR,NEFT,REF-A43EF4BA
PAY-8625640877,Crescent Books,2025-09-01,59435.74,INR,RTGS,REF-15F2B92C
PAY-B4F9DA2282,Delta Engineering,2025-07-13,84209.01,INR,RTGS,REF-5D172945
PAY-1E1633B540,Silverline Hotels,2025-06-29,132652.43,INR,CARD,REF-43880114
PAY-614EA4DCC9,Trident Media,2025-08-16,191284.95,INR,IMPS,REF-23F02117
PAY-42A36EC3C4,Neptune Shipping,2025-10-19,79918.82,INR,RTGS,REF-27737C25
PAY-484CD571D3,Glide Technologies,2025-08-21,168104.11,INR,CARD,REF-5FB2C878
PAY-F89EEF2B80,Echo Electronics,2025-08-03,137600.78,INR,CASH,REF-DEB1B2BB
PAY-CDCBE17506,Evergreen Supplies,2025-06-30,101743.74,INR,CARD,REF-38EA2161
PAY-D25577B658,Alpha Insure,2025-09-09,154473.83,INR,CASH,REF-AE48987A
PAY-2F2FFBF2EF,Zephyr Foods,2025-07-09,82540.2,INR,NEFT,REF-E4894780
PAY-A23486D8A4,Polar Constructions,2025-08-01,52509.53,INR,UPI,REF-6E288BFE
PAY-DE7C96839C,Nova Travels,2025-09-01,145773.28,INR,CASH,REF-12AEFFD2
PAY-38BFE163A9,Titan Beverages,2025-05-07,62047.87,INR,CARD,REF-78249B29
PAY-B09290A1E6,Cobalt Energy,2025-09-19,167281.15,INR,RTGS,REF-9187C06F
PAY-FED68260EC,Astra Labs,2025-09-30,108183.58,INR,NEFT,REF-EEC55552
PAY-DB25556365,Topaz Security,2025-05-21,141959.66,INR,NEFT,REF-90389388
PAY-79E2CAA787,Neptune Shipping,2025-09-09,13161.22,INR,UPI,REF-2813DF61
PAY-00C830F25E,Mango Mobility,2025-06-12,72738.5,INR,CASH,REF-C1BD0A9E
PAY-D5D5A7B5C2,Metro Logistics,2025-09-13,79407.49,INR,NEFT,REF-118EB4F4
PAY-8D9071A97E,Evergreen Supplies,2025-06-01,182175.43,INR,CARD,REF-664695E1
PAY-108E3B4AEC,Aurora Systems,2025-06-13,107539.22,INR,CASH,REF-1F89CB71
PAY-EF4CF35D39,ACME Corp,2025-04-30,169173.65,INR,IMPS,REF-62C30437
PAY-D77E3D271B,Pine IT Services,2025-08-01,158373.02,INR,RTGS,REF-6DC18CB7
PAY-9F1F4D385D,Metro Logistics,2025-07-01,60642.55,INR,CASH,REF-489FD98B
PAY-968A0F9FA9,Titan Beverages,2025-10-18,49838.09,INR,IMPS,REF-7431E9A0
PAY-5B2D39C075,Pearl Analytics,2025-05-20,176478.87,INR,RTGS,REF-978FDEBB
PAY-0A6D2F0C17,Indigo Chem,2025-07-30,26673.04,INR,IMPS,REF-8B524536
PAY-EB3C3D194F,Nimbus Soft,2025-05-20,13744.86,INR,RTGS,REF-9B4F9A06
PAY-E38C751361,BlueBank Services,2025-04-28,148659.07,INR,IMPS,REF-E3D407E9
PAY-117277255E,Orion Foods,2025-09-28,158627.69,INR,CARD,REF-98740B40
PAY-6047063887,Echo Electronics,2025-07-10,157061.97,INR,RTGS,REF-AB50E44E
PAY-0CFE7C949A,Zenith Apparel,2025-05-18,53221.86,INR,NEFT,REF-421051D5
PAY-CC4DFA1F4A,Topaz Security,2025-07-07,86192.15,INR,RTGS,REF-0F3E796E
PAY-8F87C853E7,Aurora Systems,2025-09-20,49209.42,INR,CASH,REF-AE8C5C86
PAY-E8531F2849,Coral Resorts,2025-09-06,98245.07,INR,CASH,REF-42AA5517
PAY-CB0850999B,Summit Paper,2025-09-11,143058.46,INR,CASH,REF-8B950A8F
PAY-3A3FD999EC,Cobalt Energy,2025-09-20,180755.98,INR,CASH,REF-4FAB0B3E
PAY-A32853F382,Glide Technologies,2025-06-24,89693.51,INR,IMPS,REF-85CEEB12
PAY-B34E377DC1,Velvet Cosmetics,2025-05-20,128742.3,INR,UPI,REF-6DB7AE96
PAY-62F7F5A2FB,Lumen Power,2025-06-06,41932.52,INR,CASH,REF-88CAC308
PAY-6C0569FAEE,Vortex Metals,2025-06-27,17235.81,INR,CASH,REF-52D026F1
PAY-B44840647D,Stellar Insurance,2025-08-26,104919.43,INR,CARD,REF-E1B13CE9
PAY-6C3E0603EC,Alpha Insure,2025-08-29,50778.76,INR,UPI,REF-7C649101
PAY-5A023EF741,Silverline Hotels,2025-10-22,113279.82,INR,CASH,REF-6F6E2B80
PAY-F2A84C946D,ACME Corp,2025-07-04,125722.65,INR,UPI,REF-3E80E5FD
PAY-2CD75D676B,Crescent Books,2025-08-27,62946.73,INR,CASH,REF-2B6816F7
PAY-8F83358618,Orion Foods,2025-08-13,140001.48,INR,RTGS,REF-DCB8CD1E
PAY-2F0ADCA66F,Astra Labs,2025-04-28,32837.58,INR,RTGS,REF-E2022B48
PAY-7D9AB88259,Metro Logistics,2025-06-14,87801.45,INR,UPI,REF-42B42949
PAY-E3111AFA69,Quick Logistics,2025-08-08,99289.31,INR,IMPS,REF-065B4C8D
PAY-5FE76FFA9C,Astra Labs,2025-09-16,83920.4,INR,RTGS,REF-A68CF82E
PAY-BB6155170C,Evergreen Supplies,2025-05-27,87378.14,INR,RTGS,REF-71554359
PAY-B5FD446A3C,Raven Tools,2025-10-17,54585.97,INR,CARD,REF-2D1D10D6
PAY-68452F9676,Stellar Insurance,2025-07-25,112980.17,INR,CASH,REF-D5AF859A
PAY-83B9DDA7DA,Vertex Retail,2025-07-14,104888.62,INR,CARD,REF-B73EFF21
PAY-BDED13D12C,Stellar Insurance,2025-08-02,104116.27,INR,CASH,REF-0B8CFA82
PAY-876374505A,Granite Mining,2025-08-18,42518.12,INR,CASH,REF-DFC57BB3
PAY-14926DE607,Pearl Analytics,2025-06-01,33265.52,INR,CASH,REF-201090F8
PAY-5CA33F8645,ACME Corp,2025-07-17,83552.44,INR,NEFT,REF-93D3CA2C
PAY-FD1E6585EA,Granite Mining,2025-05-18,198665.41,INR,CASH,REF-343FE8E4
PAY-C5B49A6A3C,Marble Interiors,2025-10-20,41352.44,INR,UPI,REF-4554E4D9
PAY-46A7646ED3,Stellar Insurance,2025-08-18,119093.66,INR,CARD,REF-B6C81446
PAY-E68821A68E,Neptune Shipping,2025-10-05,112051.64,INR,IMPS,REF-EDA72448
PAY-9F24AAFDBD,Neptune Shipping,2025-09-26,3318.83,INR,NEFT,REF-1D264ECA
PAY-81C3CFD22F,Nova Travels,2025-07-04,164240.51,INR,IMPS,REF-BCF40F29
PAY-53C842998F,Helios Motors,2025-09-21,98548.72,INR,NEFT,REF-F80E00FB
PAY-E0BEFF6DD1,Zeta Telecom,2025-09-24,30908.15,INR,IMPS,REF-13271F0B
PAY-0DF128A89F,Astra Labs,2025-09-01,117669.75,INR,CARD,REF-3659B0D7
PAY-21B119E47B,Amber Healthcare,2025-09-23,154509.75,INR,UPI,REF-CEFC290B
