invoice_id,vendor,date,amount,currency,description
INV-0002183,Delta Engineering,2025-07-01,114035.9,INR,Office supplies
INV-0002184,Metro Logistics,2025-09-09,39157.17,INR,Consulting retainer
INV-0002185,Zeta Telecom,2025-09-18,26085.16,INR,Hardware purchase
INV-0002186,Astra Labs,2025-06-26,186745.9,INR,Logistics charge
INV-0002187,Mango Mobility,2025-06-30,38774.38,INR,Monthly service fee
INV-0002188,Coral Resorts,2025-10-11,106821.83,INR,Insurance premium
INV-0002189,Zephyr Foods,2025-09-11,176678.84,INR,Monthly service fee
INV-0002190,Polar Constructions,2025-10-02,134783.41,INR,Monthly service fee
INV-0002191,Silverline Hotels,2025-08-09,168946.14,INR,Telecom usage
INV-0002192,Nova Travels,2025-05-22,136194.61,INR,Office supplies
INV-0002193,Falcon Couriers,2025-07-22,103692.75,INR,Monthly service fee
INV-0002194,Raven Tools,2025-06-17,9869.45,INR,Telecom usage
INV-0002195,Crescent Books,2025-08-13,63590.27,INR,Telecom usage
INV-0002196,Zenith Apparel,2025-07-15,16820.88,INR,Monthly service fee
INV-0002197,Pearl Analytics,2025-06-17,195630.07,INR,Telecom usage
INV-0002198,Zeta Telecom,2025-06-23,39776.93,INR,Software subscription
INV-0002199,Marble Interiors,2025-05-07,125385.94,INR,Hardware purchase
INV-0002200,BlueBank Services,2025-08-21,86673.81,INR,Monthly service fee
INV-0002201,Vortex Metals,2025-09-28,187044.63,INR,Insurance premium
INV-0002202,Quasar Digital,2025-05-18,94978.52,INR,Software subscription
INV-0002203,Alpha Insure,2025-07-15,104175.17,INR,Logistics charge
INV-0002204,Zeta Telecom,2025-09-21,124103.53,INR,Hardware purchase
INV-0002205,Titan Beverages,2025-08-13,115997.43,INR,Hardware purchase
INV-0002206,Alpha Insure,2025-04-29,75790.33,INR,Hardware purchase
INV-0002207,Astra Labs,2025-05-06,183863.6,INR,Office supplies
INV-0002208,Alpha Insure,2025-07-07,122342.36,INR,Telecom usage
INV-0002209,Zeta Telecom,2025-05-17,135674.11,INR,Monthly service fee
INV-0002210,Evergreen Supplies,2025-07-27,80635.77,INR,Telecom usage
INV-0002211,Cobalt Energy,2025-09-21,157601.22,INR,Monthly service fee
INV-0002212,Olive Agro,2025-07-28,93109.71,INR,Telecom usage
INV-0002213,Stellar Insurance,2025-09-26,20704.95,INR,Monthly service fee
INV-0002214,Olive Agro,2025-08-31,65974.64,INR,Logistics charge
INV-0002215,Orion Foods,2025-05-17,2951.57,INR,Hardware purchase
INV-0002216,Vortex Metals,2025-06-09,180921.81,INR,Consulting retainer
INV-0002217,Titan Beverages,2025-08-29,51629.08,INR,Telecom usage
INV-0002218,Granite Mining,2025-09-26,89202.55,INR,Logistics charge
INV-0002219,Astra Labs,2025-05-02,12567.99,INR,Insurance premium
INV-0002220,Vortex Metals,2025-08-10,102868.59,INR,Software subscription
INV-0002221,Marble Interiors,2025-09-17,177101.77,INR,Consulting retainer
INV-0002222,Vertex Retail,2025-08-19,62080.55,INR,Software subscription
INV-0002223,Evergreen Supplies,2025-07-24,194069.08,INR,Consulting retainer
INV-0002224,Alpha Insure,2025-06-20,101668.02,INR,Monthly service fee
INV-0002225,Polar Constructions,2025-07-18,39483.72,INR,Logistics charge
INV-0002226,Titan Beverages,2025-06-11,157160.13,INR,Software subscription
INV-0002227,Zenith Apparel,2025-10-08,95407.15,INR,Office supplies
INV-0002228,Echo Electronics,2025-10-15,66563.51,INR,Software subscription
INV-0002229,Stellar Insurance,2025-07-06,84029.71,INR,Consulting retainer
INV-0002230,Orion Foods,2025-08-15,175283.04,INR,Monthly service fee
INV-0002231,Falcon Couriers,2025-06-16,184030.74,INR,Logistics charge
INV-0002232,Coral Resorts,2025-06-18,93574.08,INR,Logistics charge
INV-0002233,Quasar Digital,2025-08-22,147049.94,INR,Software subscription
INV-0002234,Pearl Analytics,2025-07-26,41460.61,INR,Consulting retainer
INV-0002235,ACME Corp,2025-07-22,2473.47,INR,Software subscription
INV-0002236,BlueBank Services,2025-09-10,23480.26,INR,Insurance premium
INV-0002237,Lotus Telecom,2025-06-09,126451.25,INR,Software subscription
INV-0002238,Quick Logistics,2025-04-28,40225.01,INR,Insurance premium
INV-0002239,Trident Media,2025-06-16,177133.75,INR,Consulting retainer
INV-0002240,Amber Healthcare,2025-09-09,49569.87,INR,Logistics charge
INV-0002241,BlueBank Services,2025-06-05,168654.84,INR,Hardware purchase
INV-0002242,BlueBank Services,2025-10-11,27880.09,INR,Hardware purchase
INV-0002243,Amber Healthcare,2025-06-13,61361.94,INR,Logistics charge
INV-0002244,Sapphire Finance,2025-07-25,132351.29,INR,Telecom usage
INV-0002245,Iris Pharma,2025-05-07,24139.42,INR,Consulting retainer
INV-0002246,Zenith Apparel,2025-06-09,106744.66,INR,Software subscription
INV-0002247,Silverline Hotels,2025-09-21,86193.26,INR,Logistics charge
INV-0002248,Quick Logistics,2025-09-25,117671.51,INR,Insurance premium
INV-0002249,Vertex Retail,2025-07-13,49810.74,INR,Insurance premium
INV-0002250,Astra Labs,2025-08-29,193692.67,INR,Office supplies
INV-0002251,Apollo Health,2025-05-11,157040.71,INR,Hardware purchase
INV-0002252,Metro Logistics,2025-08-29,77929.11,INR,Software subscription
INV-0002253,Falcon Couriers,2025-08-31,93121.32,INR,Software subscription
INV-0002254,Iris Pharma,2025-07-25,105332.4,INR,Office supplies
INV-0002255,Iris Pharma,2025-08-25,95014.75,INR,Telecom usage
INV-0002256,Titan Beverages,2025-09-17,130122.58,INR,Logistics charge
INV-0002257,Cobalt Energy,2025-06-11,90689.97,INR,Logistics charge
INV-0002258,Crimson Textiles,2025-06-15,61546.81,INR,Telecom usage
INV-0002259,Velvet Cosmetics,2025-05-31,187132.03,INR,Software subscription
INV-0002260,Helios Motors,2025-09-08,17409.4,INR,Hardware purchase
INV-0002261,Evergreen Supplies,2025-08-12,104004.73,INR,Logistics charge
INV-0002262,Vortex Metals,2025-05-01,93318.0,INR,Software subscription
INV-0002263,Polar Constructions,2025-08-14,93776.42,INR,Telecom usage
INV-0002264,Sapphire Finance,2025-08-26,63745.57,INR,Telecom usage
INV-0002265,BlueBank Services,2025-06-05,88616.85,INR,Insurance premium
INV-0002266,Indigo Chem,2025-05-10,72139.04,INR,Hardware purchase
INV-0002267,Evergreen Supplies,2025-08-27,102801.8,INR,Hardware purchase
INV-0002268,Nova Travels,2025-06-18,20132.62,INR,Hardware purchase
INV-0002269,Sapphire Finance,2025-04-30,109432.2,INR,Software subscription
INV-0002270,Zenith Apparel,2025-10-10,66183.64,INR,Insurance premium
INV-0002271,Pearl Analytics,2025-10-12,169166.92,INR,Logistics charge
INV-0002272,Iris Pharma,2025-09-22,199600.14,INR,Insurance premium
INV-0002273,ACME Corp,2025-07-06,56728.13,INR,Software subscription
INV-0002274,Crimson Textiles,2025-08-02,164461.33,INR,Monthly service fee
INV-0002275,Granite Mining,2025-10-05,102773.07,INR,Consulting retainer
INV-0002276,Crimson Textiles,2025-06-18,45771.8,INR,Logistics charge
INV-0002277,Granite Mining,2025-06-19,103407.16,INR,Office supplies
INV-0002278,Raven Tools,2025-08-17,68461.58,INR,Hardware purchase
INV-0002279,Silverline Hotels,2025-06-08,86044.2,INR,Telecom usage
INV-0002280,Apollo Health,2025-08-11,90269.4,INR,Monthly service fee
INV-0002281,Sapphire Finance,2025-05-26,115712.94,INR,Consulting retainer
INV-0002282,Marble Interiors,2025-04-23,100210.14,INR,Software subscription
INV-0002283,Amber Healthcare,2025-06-17,84119.89,INR,Telecom usage
INV-0002284,Summit Paper,2025-10-14,107752.0,INR,Software subscription
INV-0002285,Vortex Metals,2025-04-26,113731.7,INR,Monthly service fee
INV-0002286,Astra Labs,2025-05-30,195460.05,INR,Software subscription
INV-0002287,Velvet Cosmetics,2025-09-29,159929.58,INR,Telecom usage
INV-0002288,Topaz Security,2025-06-12,189764.19,INR,Hardware purchase
INV-0002289,Crescent Books,2025-07-28,38073.57,INR,Hardware purchase
INV-0002290,Amber Healthcare,2025-09-13,192406.66,INR,Insurance premium
INV-0002291,Nimbus Soft,2025-06-03,21310.48,INR,Consulting retainer
INV-0002292,Quick Logistics,2025-10-14,120871.1,INR,Monthly service fee
INV-0002293,Trident Media,2025-06-10,14363.46,INR,Telecom usage
INV-0002294,Evergreen Supplies,2025-06-12,46991.37,INR,Hardware purchase
INV-0002295,Olive Agro,2025-05-05,74046.13,INR,Monthly service fee
INV-0002296,Metro Logistics,2025-07-13,172011.62,INR,Telecom usage
INV-0002297,Crimson Textiles,2025-05-31,197924.23,INR,Consulting retainer
INV-0002298,Crescent Books,2025-08-06,95911.1,INR,Hardware purchase
INV-0002299,Topaz Security,2025-06-12,26421.49,INR,Logistics charge
INV-0002300,Marble Interiors,2025-08-09,163670.27,INR,Office supplies
INV-0002301,Metro Logistics,2025-09-22,115230.73,INR,Insurance premium
INV-0002302,Vortex Metals,2025-06-11,100743.77,INR,Office supplies
INV-0002303,Nova Travels,2025-06-11,1984.94,INR,Consulting retainer
INV-0002304,Lotus Telecom,2025-05-07,165004.23,INR,Logistics charge
INV-0002305,Mango Mobility,2025-07-14,182105.36,INR,Office supplies
INV-0002306,Olive Agro,2025-08-17,115438.48,INR,Hardware purchase
INV-0002307,Evergreen Supplies,2025-10-03,176258.32,INR,Office supplies
INV-0002308,Neptune Shipping,2025-10-17,168606.58,INR,Insurance premium
INV-0002309,Crimson Textiles,2025-09-24,164774.21,INR,Consulting retainer
INV-0002310,Aurora Systems,2025-06-23,36325.83,INR,Telecom usage
INV-0002311,Olive Agro,2025-07-28,182211.2,INR,Consulting retainer
INV-0002312,Coral Resorts,2025-09-13,19559.07,INR,Monthly service fee
INV-0002313,Quasar Digital,2025-05-31,55118.37,INR,Insurance premium
INV-0002314,Prism Plastics,2025-05-08,139759.78,INR,Logistics charge
INV-0002315,Falcon Couriers,2025-08-04,198481.75,INR,Hardware purchase
INV-0002316,Sapphire Finance,2025-05-10,151201.67,INR,Software subscription
INV-0002317,Aurora Systems,2025-08-14,33385.4,INR,Logistics charge
INV-0002318,Pine IT Services,2025-05-02,92702.41,INR,Hardware purchase
INV-0002319,Titan Beverages,2025-10-15,135286.6,INR,Office supplies
INV-0002320,Topaz Security,2025-07-17,149318.51,INR,Logistics charge
INV-0002321,Crimson Textiles,2025-04-30,2642.1,INR,Hardware purchase
INV-0002322,Iris Pharma,2025-05-25,65758.52,INR,Office supplies
INV-0002323,Falcon Couriers,2025-08-17,14113.32,INR,Logistics charge
INV-0002324,Iris Pharma,2025-08-11,28481.02,INR,Insurance premium
INV-0002325,Metro Logistics,2025-06-03,167779.92,INR,Hardware purchase
INV-0002326,Trident Media,2025-07-05,25268.2,INR,Telecom usage
INV-0002327,Metro Logistics,2025-05-10,134442.74,INR,Monthly service fee
INV-0002328,Zephyr Foods,2025-06-29,31122.55,INR,Software subscription
INV-0002329,Trident Media,2025-06-15,143025.25,INR,Logistics charge
INV-0002330,Lotus Telecom,2025-10-16,10027.33,INR,Hardware purchase
INV-0002331,Topaz Security,2025-10-14,62010.69,INR,Monthly service fee
INV-0002332,Echo Electronics,2025-04-22,10208.61,INR,Telecom usage
INV-0002333,Glide Technologies,2025-06-11,185799.7,INR,Software subscription
INV-0002334,Quasar Digital,2025-06-11,18731.59,INR,Telecom usage
INV-0002335,BlueBank Services,2025-04-24,67754.77,INR,Logistics charge
INV-0002336,Zephyr Foods,2025-10-09,13102.71,INR,Hardware purchase
INV-0002337,Prism Plastics,2025-06-02,144940.29,INR,Monthly service fee
INV-0002338,Aurora Systems,2025-08-30,21982.92,INR,Software subscription
INV-0002339,Silverline Hotels,2025-09-11,125543.89,INR,Logistics charge
INV-0002340,Crescent Books,2025-07-31,187815.18,INR,Hardware purchase
INV-0002341,Cobalt Energy,2025-06-14,21624.12,INR,Software subscription
INV-0002342,Trident Media,2025-04-24,80726.83,INR,Software subscription
INV-0002343,ACME Corp,2025-07-29,42947.2,INR,Logistics charge
INV-0002344,Zeta Telecom,2025-10-06,163109.44,INR,Software subscription
INV-0002345,Quick Logistics,2025-05-08,177149.28,INR,Telecom usage
INV-0002346,Marble Interiors,2025-09-21,100165.42,INR,Hardware purchase
INV-0002347,Iris Pharma,2025-09-05,158356.32,INR,Consulting retainer
INV-0002348,Helios Motors,2025-05-15,120173.5,INR,Telecom usage
INV-0002349,Zephyr Foods,2025-10-15,27019.82,INR,Consulting retainer
INV-0002350,Titan Beverages,2025-10-14,63934.41,INR,Office supplies
INV-0002351,Zeta Telecom,2025-07-15,4020.94,INR,Office supplies
INV-0002352,Topaz Security,2025-08-29,128298.09,INR,Logistics charge
INV-0002353,Pine IT Services,2025-09-18,141073.51,INR,Monthly service fee
INV-0002354,Cobalt Energy,2025-04-26,123461.56,INR,Hardware purchase
INV-0002355,Marble Interiors,2025-06-20,147713.7,INR,Logistics charge
INV-0002356,Stellar Insurance,2025-05-11,12454.64,INR,Software subscription
INV-0002357,Falcon Couriers,2025-07-05,40801.35,INR,Telecom usage
INV-0002358,Apollo Health,2025-10-02,8062.39,INR,Office supplies
INV-0002359,Pearl Analytics,2025-07-14,27286.27,INR,Software subscription
INV-0002360,Indigo Chem,2025-05-01,104414.14,INR,Telecom usage
INV-0002361,Indigo Chem,2025-07-03,150234.91,INR,Logistics charge
INV-0002362,Raven Tools,2025-07-14,68874.32,INR,Logistics charge
INV-0002363,Crescent Books,2025-05-04,181373.1,INR,Logistics charge
INV-0002364,Zephyr Foods,2025-10-16,144040.69,INR,Telecom usage
INV-0002365,Mango Mobility,2025-07-12,37117.32,INR,Monthly service fee
INV-0002366,Zeta Telecom,2025-08-24,14461.99,INR,Logistics charge
INV-0002367,Alpha Insure,2025-09-30,198406.51,INR,Logistics charge
INV-0002368,Astra Labs,2025-05-14,35148.33,INR,Logistics charge
INV-0002369,Quasar Digital,2025-08-28,16093.82,INR,Office supplies
INV-0002370,Marble Interiors,2025-06-02,144473.92,INR,Logistics charge
INV-0002371,Polar Constructions,2025-06-05,121367.32,INR,Insurance premium
INV-0002372,Evergreen Supplies,2025-09-15,89930.1,INR,Logistics charge
INV-0002373,Nova Travels,2025-08-22,16463.19,INR,Software subscription
INV-0002374,Crimson Textiles,2025-07-26,33969.32,INR,Office supplies
INV-0002375,Polar Constructions,2025-08-28,122074.15,INR,Telecom usage
INV-0002376,Summit Paper,2025-05-30,164010.96,INR,Office supplies
INV-0002377,BlueBank Services,2025-07-27,85765.76,INR,Hardware purchase
INV-0002378,Summit Paper,2025-07-06,119239.08,INR,Consulting retainer
INV-0002379,Lumen Power,2025-06-04,51829.7,INR,Office supplies
INV-0002380,Marble Interiors,2025-08-15,57003.54,INR,Office supplies
INV-0002381,Zeta Telecom,2025-07-15,27762.94,INR,Office supplies
INV-0002382,Zenith Apparel,2025-05-30,183268.32,INR,Monthly service fee
INV-0002383,ACME Corp,2025-08-27,146208.54,INR,Software subscription
INV-0002384,Falcon Couriers,2025-08-02,185175.37,INR,Telecom usage
INV-0002385,Pearl Analytics,2025-07-25,77115.47,INR,Insurance premium
INV-0002386,Indigo Chem,2025-09-18,14711.25,INR,Monthly service fee
INV-0002387,Delta Engineering,2025-07-28,186459.85,INR,Consulting retainer
INV-0002388,Zenith Apparel,2025-08-10,191440.83,INR,Software subscription
INV-0002389,Pine IT Services,2025-08-24,127178.46,INR,Software subscription
INV-0002390,Coral Resorts,2025-05-05,130355.81,INR,Telecom usage
INV-0002391,Pearl Analytics,2025-06-23,48849.4,INR,Monthly service fee
INV-0002392,Sapphire Finance,2025-09-29,141458.51,INR,Monthly service fee
INV-0002393,Coral Resorts,2025-10-08,129244.04,INR,Insurance premium
INV-0002394,Echo Electronics,2025-08-15,188880.91,INR,Consulting retainer
INV-0002395,Helios Motors,2025-06-23,120628.79,INR,Consulting retainer
INV-0002396,ACME Corp,2025-05-20,154308.95,INR,Telecom usage
INV-0002397,Crimson Textiles,2025-10-18,117439.01,INR,Hardware purchase
INV-0002398,Mango Mobility,2025-06-08,175263.23,INR,Consulting retainer
INV-0002399,Polar Constructions,2025-06-24,138521.44,INR,Telecom usage
INV-0002400,Vortex Metals,2025-07-08,146919.72,INR,Hardware purchase
INV-0002401,Orion Foods,2025-09-30,114736.03,INR,Software subscription
INV-0002402,Vertex Retail,2025-06-28,149871.65,INR,Telecom usage
INV-0002403,Coral Resorts,2025-07-08,1780.85,INR,Consulting retainer
INV-0002404,Falcon Couriers,2025-04-21,19825.7,INR,Telecom usage
INV-0002405,Mango Mobility,2025-08-05,131076.98,INR,Telecom usage
INV-0002406,Metro Logistics,2025-06-05,75242.95,INR,Consulting retainer
INV-0002407,Zenith Apparel,2025-08-23,36805.87,INR,Hardware purchase
INV-0002408,Lotus Telecom,2025-09-13,162966.91,INR,Consulting retainer
INV-0002409,Zenith Apparel,2025-05-06,150108.19,INR,Logistics charge
INV-0002410,Helios Motors,2025-08-03,88425.72,INR,Hardware purchase
INV-0002411,Titan Beverages,2025-06-02,16422.06,INR,Hardware purchase
INV-0002412,Topaz Security,2025-05-22,55714.06,INR,Software subscription
INV-0002413,BlueBank Services,2025-09-17,47338.64,INR,Office supplies
INV-0002414,Zephyr Foods,2025-05-16,2396.56,INR,Insurance premium
INV-0002415,Summit Paper,2025-04-22,133231.79,INR,Monthly service fee
INV-0002416,Orion Foods,2025-06-14,104705.74,INR,Monthly service fee
INV-0002417,Topaz Security,2025-09-22,104254.79,INR,Insurance premium
INV-0002418,Falcon Couriers,2025-08-20,151503.87,INR,Telecom usage
INV-0002419,Amber Healthcare,2025-07-24,136531.07,INR,Software subscription
INV-0002420,Silverline Hotels,2025-06-21,188227.71,INR,Telecom usage
INV-0002421,Topaz Security,2025-09-24,11919.69,INR,Software subscription
INV-0002422,Amber Healthcare,2025-05-16,1115.39,INR,Telecom usage
INV-0002423,Raven Tools,2025-05-26,5623.25,INR,Hardware purchase
INV-0002424,Mango Mobility,2025-07-01,190236.86,INR,Logistics charge
INV-0002425,Sapphire Finance,2025-08-14,123861.16,INR,Office supplies
INV-0002426,Pine IT Services,2025-08-04,132215.57,INR,Monthly service fee
INV-0002427,Titan Beverages,2025-07-12,3817.75,INR,Software subscription
INV-0002428,Quick Logistics,2025-07-13,135746.92,INR,Logistics charge
INV-0002429,Echo Electronics,2025-08-23,80332.96,INR,Hardware purchase
INV-0002430,Neptune Shipping,2025-08-08,187847.41,INR,Office supplies
INV-0002431,Prism Plastics,2025-10-17,181087.95,INR,Telecom usage
INV-0002432,Evergreen Supplies,2025-09-23,39417.85,INR,Consulting retainer
INV-0002433,Mango Mobility,2025-09-14,157079.96,INR,Monthly service fee
INV-0002434,Astra Labs,2025-08-26,159465.74,INR,Insurance premium
INV-0002435,Zephyr Foods,2025-09-08,197450.31,INR,Office supplies
INV-0002436,Metro Logistics,2025-08-13,191032.72,INR,Office supplies
INV-0002437,Prism Plastics,2025-09-06,48559.87,INR,Logistics charge
INV-0002438,Metro Logistics,2025-10-06,140131.85,INR,Hardware purchase
INV-0002439,Polar Constructions,2025-04-28,32466.94,INR,Software subscription
INV-0002440,Topaz Security,2025-07-01,44465.02,INR,Insurance premium
INV-0002441,Prism Plastics,2025-08-20,190325.02,INR,Hardware purchase
INV-0002442,Prism Plastics,2025-05-25,184585.87,INR,Office supplies
INV-0002443,Nimbus Soft,2025-10-15,66893.82,INR,Logistics charge
INV-0002444,Velvet Cosmetics,2025-09-21,13401.07,INR,Software subscription
INV-0002445,Topaz Security,2025-07-27,130956.97,INR,Telecom usage
INV-0002446,Cobalt Energy,2025-06-17,52189.24,INR,Insurance premium
INV-0002447,Nimbus Soft,2025-05-19,18283.32,INR,Logistics charge
INV-0002448,Pearl Analytics,2025-05-20,114781.38,INR,Consulting retainer
INV-0002449,Silverline Hotels,2025-07-27,115594.91,INR,Monthly service fee
INV-0002450,Marble Interiors,2025-05-06,118216.93,INR,Logistics charge
INV-0002451,Topaz Security,2025-08-07,64268.78,INR,Software subscription
INV-0002452,Zephyr Foods,2025-05-23,104190.4,INR,Logistics charge
INV-0002453,Orion Foods,2025-07-31,2333.11,INR,Office supplies
INV-0002454,Silverline Hotels,2025-05-28,163321.52,INR,Insurance premium
INV-0002455,Cobalt Energy,2025-08-26,136156.19,INR,Consulting retainer
INV-0002456,Echo Electronics,2025-07-02,29601.2,INR,Monthly service fee
INV-0002457,Echo Electronics,2025-07-11,62123.84,INR,Hardware purchase
INV-0002458,Nova Travels,2025-10-18,115007.4,INR,Logistics charge
INV-0002459,Falcon Couriers,2025-07-04,140976.03,INR,Telecom usage
INV-0002460,Alpha Insure,2025-07-15,30964.1,INR,Logistics charge
INV-0002461,Raven Tools,2025-06-17,140231.28,INR,Monthly service fee
INV-0002462,Glide Technologies,2025-06-05,171427.37,INR,Telecom usage
INV-0002463,Marble Interiors,2025-10-06,182519.09,INR,Consulting retainer
INV-0002464,BlueBank Services,2025-09-08,78760.97,INR,Telecom usage
INV-0002465,Zephyr Foods,2025-08-20,198067.7,INR,Telecom usage
INV-0002466,Crimson Textiles,2025-05-09,105804.96,INR,Insurance premium
INV-0002467,Evergreen Supplies,2025-10-16,184651.23,INR,Telecom usage
INV-0002468,Orion Foods,2025-05-24,65022.01,INR,Monthly service fee
INV-0002469,Iris Pharma,2025-07-07,91777.73,INR,Consulting retainer
INV-0002470,Velvet Cosmetics,2025-05-26,88655.81,INR,Office supplies
INV-0002471,Evergreen Supplies,2025-05-28,42348.39,INR,Logistics charge
INV-0002472,Pearl Analytics,2025-10-04,2321.94,INR,Hardware purchase
INV-0002473,Zephyr Foods,2025-05-28,75622.88,INR,Telecom usage
INV-0002474,Zephyr Foods,2025-06-03,185234.07,INR,Hardware purchase
INV-0002475,Neptune Shipping,2025-08-20,36336.76,INR,Monthly service fee
INV-0002476,Delta Engineering,2025-08-30,130194.51,INR,Telecom usage
INV-0002477,Vertex Retail,2025-09-28,144648.81,INR,Logistics charge
INV-0002478,Quick Logistics,2025-05-21,48550.66,INR,Office supplies
INV-0002479,Marble Interiors,2025-10-14,119433.02,INR,Consulting retainer
INV-0002480,Indigo Chem,2025-07-26,155282.04,INR,Hardware purchase
INV-0002481,Glide Technologies,2025-08-17,173046.71,INR,Telecom usage
INV-0002482,Nova Travels,2025-09-29,130812.5,INR,Software subscription
INV-0002483,ACME Corp,2025-05-21,23767.21,INR,Hardware purchase
INV-0002484,Falcon Couriers,2025-10-02,133924.05,INR,Logistics charge
INV-0002485,BlueBank Services,2025-09-18,114809.89,INR,Office supplies
INV-0002486,Nova Travels,2025-10-15,149199.18,INR,Consulting retainer
INV-0002487,Topaz Security,2025-08-22,199990.86,INR,Telecom usage
INV-0002488,Marble Interiors,2025-09-14,25484.67,INR,Software subscription
INV-0002489,Zeta Telecom,2025-09-05,37385.52,INR,Monthly service fee
INV-0002490,Crimson Textiles,2025-09-10,163583.84,INR,Office supplies
INV-0002491,Zeta Telecom,2025-08-31,167510.22,INR,Hardware purchase
INV-0002492,Summit Paper,2025-06-13,193153.37,INR,Hardware purchase
INV-0002493,Trident Media,2025-09-21,139195.57,INR,Monthly service fee
INV-0002494,Lumen Power,2025-08-13,160202.34,INR,Hardware purchase
INV-0002495,Quick Logistics,2025-05-23,115228.67,INR,Consulting retainer
INV-0002496,Nimbus Soft,2025-09-11,51723.72,INR,Monthly service fee
INV-0002497,Nimbus Soft,2025-05-22,101476.59,INR,Software subscription
INV-0002498,Crescent Books,2025-06-03,84898.74,INR,Monthly service fee
INV-0002499,Quasar Digital,2025-07-06,9710.17,INR,Insurance premium
INV-0002500,Prism Plastics,2025-09-04,89261.6,INR,Office supplies
INV-0002501,Coral Resorts,2025-07-10,104771.92,INR,Software subscription
INV-0002502,Echo Electronics,2025-09-05,102362.77,INR,Hardware purchase
INV-0002503,Prism Plastics,2025-05-02,47801.52,INR,Logistics charge
INV-0002504,Vertex Retail,2025-07-06,171288.99,INR,Logistics charge
INV-0002505,Astra Labs,2025-09-22,110638.09,INR,Software subscription
INV-0002506,Nova Travels,2025-05-23,145956.33,INR,Telecom usage
INV-0002507,Zeta Telecom,2025-09-08,51365.99,INR,Telecom usage
INV-0002508,Indigo Chem,2025-06-01,80311.85,INR,Hardware purchase
INV-0002509,Helios Motors,2025-10-11,85356.0,INR,Consulting retainer
INV-0002510,Crescent Books,2025-06-12,14576.33,INR,Insurance premium
INV-0002511,Titan Beverages,2025-10-16,129291.46,INR,Software subscription
INV-0002512,Velvet Cosmetics,2025-10-06,129730.34,INR,Consulting retainer
INV-0002513,Aurora Systems,2025-05-30,63613.89,INR,Telecom usage
INV-0002514,Topaz Security,2025-04-27,192821.53,INR,Logistics charge
INV-0002515,Zeta Telecom,2025-06-29,25361.93,INR,Hardware purchase
INV-0002516,Zephyr Foods,2025-09-08,81652.86,INR,Software subscription
INV-0002517,Titan Beverages,2025-05-13,72882.49,INR,Software subscription
INV-0002518,Glide Technologies,2025-06-29,29692.76,INR,Logistics charge
INV-0002519,Nova Travels,2025-04-23,20040.4,INR,Logistics charge
INV-0002520,Topaz Security,2025-05-17,156655.36,INR,Hardware purchase
INV-0002521,Trident Media,2025-09-02,145801.32,INR,Insurance premium
INV-0002522,Vortex Metals,2025-08-24,19560.34,INR,Software subscription
INV-0002523,Coral Resorts,2025-09-14,173146.97,INR,Insurance premium
INV-0002524,Echo Electronics,2025-05-16,179365.76,INR,Consulting retainer
INV-0002525,Silverline Hotels,2025-07-29,36544.16,INR,Telecom usage
INV-0002526,Granite Mining,2025-09-19,25950.65,INR,Monthly service fee
INV-0002527,Zephyr Foods,2025-08-30,142787.92,INR,Consulting retainer
INV-0002528,Vertex Retail,2025-07-26,113728.37,INR,Insurance premium
INV-0002529,Alpha Insure,2025-10-01,194912.72,INR,Logistics charge
INV-0002530,Zephyr Foods,2025-09-23,83939.63,INR,Office supplies
INV-0002531,Trident Media,2025-08-11,197256.13,INR,Office supplies
INV-0002532,Pine IT Services,2025-07-03,55526.68,INR,Telecom usage
INV-0002533,Mango Mobility,2025-06-18,61384.89,INR,Hardware purchase
INV-0002534,Marble Interiors,2025-08-03,154230.39,INR,Hardware purchase
INV-0002535,Titan Beverages,2025-05-11,15800.3,INR,Logistics charge
INV-0002536,Nimbus Soft,2025-06-02,115275.68,INR,Hardware purchase
INV-0002537,Pearl Analytics,2025-07-03,111054.88,INR,Office supplies
INV-0002538,ACME Corp,2025-08-07,135568.1,INR,Consulting retainer
INV-0002539,Granite Mining,2025-08-26,103244.79,INR,Hardware purchase
INV-0002540,Crimson Textiles,2025-04-24,123449.18,INR,Monthly service fee
INV-0002541,Iris Pharma,2025-08-07,140667.05,INR,Software subscription
INV-0002542,Quasar Digital,2025-10-07,190198.24,INR,Monthly service fee
INV-0002543,Echo Electronics,2025-08-13,192947.15,INR,Logistics charge
INV-0002544,Trident Media,2025-05-10,73726.66,INR,Consulting retainer
INV-0002545,Pine IT Services,2025-07-20,190520.48,INR,Telecom usage
INV-0002546,Falcon Couriers,2025-07-27,34511.55,INR,Hardware purchase
INV-0002547,Amber Healthcare,2025-10-11,50328.16,INR,Hardware purchase
INV-0002548,Evergreen Supplies,2025-07-06,96883.37,INR,Insurance premium
INV-0002549,Apollo Health,2025-04-21,147736.13,INR,Telecom usage
INV-0002550,Apollo Health,2025-07-08,185857.25,INR,Monthly service fee
INV-0002551,Olive Agro,2025-09-26,169746.18,INR,Monthly service fee
INV-0002552,Neptune Shipping,2025-04-22,123298.28,INR,Software subscription
INV-0002553,Marble Interiors,2025-07-20,21879.23,INR,Software subscription
INV-0002554,Raven Tools,2025-06-07,80712.58,INR,Monthly service fee
INV-0002555,Orion Foods,2025-08-09,98663.2,INR,Hardware purchase
INV-0002556,Mango Mobility,2025-08-30,179752.74,INR,Telecom usage
INV-0002557,Delta Engineering,2025-08-23,1878.64,INR,Insurance premium
